textbox22
generated on 06/05/2021 00:37:45 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,42,2020-10-12,2020-10-18,All,39,,152835,,25.52,,,,,,,,,,,,,,,,,,,,3074,,1402142,,219.24,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,42,2020-10-12,2020-10-18,All,19,,39140,,48.54,,,,,,,,18,624,0,2.88,,0,,,,,,,145165,,37995277,,382.06,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,42,2020-10-12,2020-10-18,All,0,,,,,,,,,,,,121,121,2800138,100.00,4.32,121,,,121,94,,,7468,,2800138,,266.70,,,,,,1,,3,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,42,2020-10-12,2020-10-18,All,23,,3237,,710.53,,,,,,,,0,330,0,0.00,,0,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,42,2020-10-12,2020-10-18,All,221,,60446,,365.62,,,,,,,,,,,,,,,,,,,,740,,60446,,1224.23,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,42,2020-10-12,2020-10-18,All,0,,175109,,0.00,,,,,,,,25,185,0,13.51,,0,,,0,0,,,2204,,2972732,,74.14,,,,,,1,,3,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,42,2020-10-12,2020-10-18,All,199,,24060,,827.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,42,2020-10-12,2020-10-18,All,39,,42858,,91.00,,,,,,,,65,474,,13.71,,8,,,8,,,,,,,,,,,,,,1,,3,1
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,42,2020-10-12,2020-10-18,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,42,2020-10-12,2020-10-18,All,90,,286250,,31.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,42,2020-10-12,2020-10-18,All,104,,94465,,110.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,42,2020-10-12,2020-10-18,All,485,,5511226,,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,42,2020-10-12,2020-10-18,All,1635,,954894,,171.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,42,2020-10-12,2020-10-18,All,2,,15684,,12.75,,,,,,,,,,,,,,,,,,,,2,,15684,,12.75,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Kosovo (in accordance with Security Council resolution 1244 (1999)),2020,42,2020-10-12,2020-10-18,All,345,,1827231,,18.88,,,,,,,,,,,,,,,,,,,,28,,1827231,,1.53,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,41,2020-10-05,2020-10-11,All,,,,,,,,,,,,,1,176,,0.57,,1,,,,,,,,,,,,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,41,2020-10-05,2020-10-11,All,17,,714653,,2.38,,,,,,,,35,4277,,0.82,,35,,,35,1,,,48299,,5489933,,879.77,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,41,2020-10-05,2020-10-11,All,81,,159632,,50.74,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,41,2020-10-05,2020-10-11,All,2,,423658,,0.47,,,,,,,,,,,,,,,,0,0,,,2978,,423658,,702.93,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,41,2020-10-05,2020-10-11,All,12,,54146970,,0.02,,,,,,,,52,956,,5.44,,28,,,29,10,,,379777,,54146970,,701.38,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,41,2020-10-05,2020-10-11,All,2448,,7258753,,33.72,,,,,,,,2,487,,0.41,,0,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,41,2020-10-05,2020-10-11,All,326,,5114619,,6.37,,,,,,,,,,,,,,,,0,0,,,24351,,5114619,,476.11,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,41,2020-10-05,2020-10-11,All,,,,,,,,,,,,,,,,,,,,,0,0,,,14024,,1294921,,1083.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,41,2020-10-05,2020-10-11,All,229,,134253,,170.57,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,41,2020-10-05,2020-10-11,All,0,,392517,,0.00,,,,,,,,101,2347,980875,4.30,10.30,6,,,,,,,370,,392517,,94.26,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,41,2020-10-05,2020-10-11,All,24,,2075301,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,41,2020-10-05,2020-10-11,All,5,,2794207,,0.18,,,,,,,,,,,,,,,,,,,,7484,,2794207,,267.84,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,41,2020-10-05,2020-10-11,All,0,224,,0.00,,,,,,,,,,,,,,,,,0,0,,,28,224,,125.00,,,,,,,1,,,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,41,2020-10-05,2020-10-11,All,0,,87294,,0.00,,,,,,,,,,,,,,,,0,0,,,722,,87294,,827.09,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,41,2020-10-05,2020-10-11,All,0,,68294,,0.00,,,,,,,,,,,,,,,,0,0,,,395,,68294,,578.38,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,41,2020-10-05,2020-10-11,All,1190,,2088122,,56.99,,,,,,,,,,,,,,,,,,,,19434,,2088122,,930.69,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,41,2020-10-05,2020-10-11,All,,,,,,,,,,,,,,,,,,,,,0,0,,,299,,102908,,290.55,,,,,,,0,,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,41,2020-10-05,2020-10-11,All,87,,174568,,49.84,,,,,,,,,,,,,,,,0,0,,,2901,,1328976,,218.29,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,41,2020-10-05,2020-10-11,All,13,,62020,,20.96,,,,,,,,51,469,,10.87,,8,,,,,,,,,,,,,,,,,2,,3,1
Northern hemishere,Europe,EUR,South West Europe,France,2020,41,2020-10-05,2020-10-11,All,24393,,64812052,,37.64,,,,,,,,,,,,,,,,0,0,,,81954,,64812052,,126.45,,,,,,,0,,0
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,41,2020-10-05,2020-10-11,All,2,660,,3.03,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,41,2020-10-05,2020-10-11,All,12,,620029,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,41,2020-10-05,2020-10-11,All,484,,5509530,,8.78,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,41,2020-10-05,2020-10-11,All,50,,139392,,35.87,,,,,,,,,,,,,,,,0,0,,,3072,,1397109,,219.88,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,41,2020-10-05,2020-10-11,All,19,,39140,,48.54,,,,,,,,34,579,0,5.87,,0,,,,,,,159561,,37995277,,419.95,,,,,,1,,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,41,2020-10-05,2020-10-11,All,0,,175109,,0.00,,,,,,,,0,140,0,0.00,,0,,,0,0,,,905,,2972732,,30.44,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,41,2020-10-05,2020-10-11,All,79,,22914,,344.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,41,2020-10-05,2020-10-11,All,106,,69062,,153.49,,,,,,,,,,,,,,,,,,,,671,,69062,,971.59,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,41,2020-10-05,2020-10-11,All,0,,,,,,,,,,,,78,78,2800138,100.00,2.79,78,,,78,66,,,7275,,2800138,,259.81,,,,,,1,,3,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,41,2020-10-05,2020-10-11,All,23,,620500,,3.71,,,,,,,,0,261,0,0.00,,,,,,,,,0,,0,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,41,2020-10-05,2020-10-11,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,41,2020-10-05,2020-10-11,All,113,,104295,,108.35,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,41,2020-10-05,2020-10-11,All,97,,289734,,33.48,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,41,2020-10-05,2020-10-11,All,1510,,977442,,154.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,41,2020-10-05,2020-10-11,All,0,,1693,,0.00,,,,,,,,,,,,,,,,,,,,0,,1693,,0.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Kosovo (in accordance with Security Council resolution 1244 (1999)),2020,41,2020-10-05,2020-10-11,All,365,,1827231,,19.98,,,,,,,,,,,,,,,,,,,,52,,1827231,,2.85,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,40,2020-09-28,2020-10-04,All,31,,714653,,4.34,,,,,,,,29,4264,,0.68,,29,,,,,,,47846,,5489933,,871.52,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,40,2020-09-28,2020-10-04,All,90,,166818,,53.95,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,40,2020-09-28,2020-10-04,All,,,,,,,,,,,,,,,,,,,,,0,0,,,1300,,380577,,341.59,,,,,,1,,3,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,40,2020-09-28,2020-10-04,All,,,,,,,,,,,,,2,212,,0.94,,2,,,,,,,,,,,,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,40,2020-09-28,2020-10-04,All,59,,269063,,21.93,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,40,2020-09-28,2020-10-04,All,6,,54146970,,0.01,,,,,,,,42,1538,,2.73,,24,,,,,,,364329,,54146970,,672.85,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,40,2020-09-28,2020-10-04,All,2475,,7258753,,34.10,,,,,,,,2,559,,0.36,,0,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,40,2020-09-28,2020-10-04,All,0,,421012,,0.00,,,,,,,,,,,,,,,,0,0,,,2329,,421012,,553.19,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,40,2020-09-28,2020-10-04,All,,,,,,,,,,,,,,,,,,,,,0,0,,,14060,,1288725,,1091.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,40,2020-09-28,2020-10-04,All,197,,130810,,150.60,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,40,2020-09-28,2020-10-04,All,442,,5077949,,8.70,,,,,,,,,,,,,,,,0,0,,,22924,,5077949,,451.44,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,40,2020-09-28,2020-10-04,All,0,,83961,,0.00,,,,,,,,,,,,,,,,0,0,,,703,,83961,,837.29,,,,,,1,,,0
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,40,2020-09-28,2020-10-04,All,2,,2075301,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,40,2020-09-28,2020-10-04,All,6,,2794207,,0.21,,,,,,,,,,,,,,,,,,,,8174,,2794207,,292.53,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,40,2020-09-28,2020-10-04,All,0,,392518,,0.00,,,,,,,,52,2430,980875,2.14,5.30,0,,,,,,,505,,392518,,128.66,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,40,2020-09-28,2020-10-04,All,1,8,,125.00,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,40,2020-09-28,2020-10-04,All,1280,,2081934,,61.48,,,,,,,,,,,,,,,,,,,,20378,,2081934,,978.80,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,40,2020-09-28,2020-10-04,All,0,,65383,,0.00,,,,,,,,,,,,,,,,0,0,,,397,,65383,,607.19,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,40,2020-09-28,2020-10-04,All,97,,174568,,55.57,,,,,,,,,,,,,,,,0,0,,,4360,,1328976,,328.07,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,40,2020-09-28,2020-10-04,All,16987,,64812052,,26.21,,,,,,,,,,,,,,,,0,0,,,67761,,64812052,,104.55,,,,,,,0,,0
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,40,2020-09-28,2020-10-04,All,,,,,,,,,,,,,,,,,,,,,0,0,,,267,,87082,,306.61,,,,,,,0,,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,40,2020-09-28,2020-10-04,All,6,,62020,,9.67,,,,,,,,28,381,,7.35,,9,,,,,,,,,,,,,,,,,1,,3,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,40,2020-09-28,2020-10-04,All,507,,5521676,,9.18,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,40,2020-09-28,2020-10-04,All,30,,145407,,20.63,,,,,,,,,,,,,,,,0,0,,,2977,,1397148,,213.08,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,40,2020-09-28,2020-10-04,All,2,,620029,,0.32,,,,,,,,,,,,,,,,89,61,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,40,2020-09-28,2020-10-04,All,6,,39140,,15.33,,,,,,,,28,573,0,4.89,,2,,,,,,,135345,,37995277,,356.22,,,,,,1,,2,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,40,2020-09-28,2020-10-04,All,25,,620500,,4.03,,,,,,,,0,172,0,0.00,,,,,,,,,0,,0,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,40,2020-09-28,2020-10-04,All,0,,,,,,,,,,,,106,106,2800138,100.00,3.79,106,,,106,93,,,6752,,2800138,,241.13,,,,,,1,,3,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,40,2020-09-28,2020-10-04,All,112,,22914,,488.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,40,2020-09-28,2020-10-04,All,89,,68074,,130.74,,,,,,,,,,,,,,,,0,0,,,619,,68074,,909.30,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,40,2020-09-28,2020-10-04,All,0,,175109,,0.00,,,,,,,,1,129,0,0.78,,0,,,0,0,,,1130,,2972732,,38.01,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,40,2020-09-28,2020-10-04,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,40,2020-09-28,2020-10-04,All,119,,99799,,119.24,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,40,2020-09-28,2020-10-04,All,0,,8031,,0.00,,,,,,,,,,,,,,,,,,,,0,,8031,,0.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,40,2020-09-28,2020-10-04,All,1340,,1018499,,131.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Kosovo (in accordance with Security Council resolution 1244 (1999)),2020,40,2020-09-28,2020-10-04,All,204,,1827231,,11.16,,,,,,,,,,,,,,,,,,,,53,,1827231,,2.90,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,39,2020-09-21,2020-09-27,All,0,,329060,,0.00,,,,,,,,,,,,,,,,0,0,,,1824,,329060,,554.31,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,39,2020-09-21,2020-09-27,All,3,,54149250,,0.01,,,,,,,,46,923,,4.98,,26,,,0,0,,,352576,,54149250,,651.12,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,39,2020-09-21,2020-09-27,All,373,,4821019,,7.74,,,,,,,,,,,,,,,,0,0,,,24083,,4821019,,499.54,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,39,2020-09-21,2020-09-27,All,,,,,,,,,,,,,,,,,,,,,0,0,,,9594,,1016419,,943.90,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,39,2020-09-21,2020-09-27,All,220,,99829,,220.38,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,39,2020-09-21,2020-09-27,All,0,,392525,,0.00,,,,,,,,42,2492,980875,1.69,4.28,0,,,0,0,,,548,,392525,,139.61,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,39,2020-09-21,2020-09-27,All,0,,67646,,0.00,,,,,,,,,,,,,,,,247,58,,,535,,67646,,790.88,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,39,2020-09-21,2020-09-27,All,968,,2194540,,44.11,,,,,,,,,,,,,,,,,,,,20876,,2194540,,951.27,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,France,2020,39,2020-09-21,2020-09-27,All,15447,,64812052,,23.83,,,,,,,,,,,,,,,,0,0,,,68999,,64812052,,106.46,,,,,,,0,,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,39,2020-09-21,2020-09-27,All,99,,167152,,59.23,,,,,,,,,,,,,,,,0,0,,,4746,,1321977,,359.01,,,,,,1,,3,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,39,2020-09-21,2020-09-27,All,29,,137137,,21.15,,,,,,,,,,,,,,,,0,0,,,2834,,1406364,,201.51,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,39,2020-09-21,2020-09-27,All,3,,37733,,7.95,,,,,,,,3,596,0,0.50,,0,,,3971,3603,,,0,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,39,2020-09-21,2020-09-27,All,26,,620500,,4.19,,,,,,,,0,211,0,0.00,,,,,0,0,,,0,,0,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,39,2020-09-21,2020-09-27,All,115,,73448,,156.57,,,,,,,,,,,,,,,,0,0,,,768,,73448,,1045.64,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,39,2020-09-21,2020-09-27,All,,,,,,,,,,,,,,,,,,,,,0,0,,,722,,380577,,189.71,,,,,,1,,3,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,39,2020-09-21,2020-09-27,All,6,,62020,,9.67,,,,,,,,26,419,,6.21,,1,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,39,2020-09-21,2020-09-27,All,89,,77099,,115.44,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,39,2020-09-21,2020-09-27,All,84,,214427,,39.17,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,39,2020-09-21,2020-09-27,All,1652,,988228,,167.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,39,2020-09-21,2020-09-27,All,0,,8578,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,38,2020-09-14,2020-09-20,All,23,,714653,,3.22,,,,,,,,28,3878,,0.72,,28,,,,,,,67352,,5489933,,1226.83,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,38,2020-09-14,2020-09-20,All,6,,54153630,,0.01,,,,,,,,34,976,,3.48,,21,,,0,0,,,354994,,54153630,,655.53,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,38,2020-09-14,2020-09-20,All,0,,330995,,0.00,,,,,,,,,,,,,,,,0,0,,,1207,,330995,,364.66,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,38,2020-09-14,2020-09-20,All,364,,113599,,320.43,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,38,2020-09-14,2020-09-20,All,337,,4706599,,7.16,,,,,,,,,,,,,,,,0,0,,,23731,,4706599,,504.21,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,38,2020-09-14,2020-09-20,All,,,,,,,,,,,,,,,,,,,,,0,0,,,11530,,1142715,,1009.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,38,2020-09-14,2020-09-20,All,0,,392518,,0.00,,,,,,,,54,2434,980875,2.22,5.51,0,,,,,,,574,,392518,,146.24,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,38,2020-09-14,2020-09-20,All,0,,60588,,0.00,,,,,,,,,,,,,,,,248,46,,,646,,60588,,1066.22,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,38,2020-09-14,2020-09-20,All,805,,2151212,,37.42,,,,,,,,,,,,,,,,,,,,15760,,2151212,,732.61,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,38,2020-09-14,2020-09-20,All,95,,167152,,56.83,,,,,,,,,,,,,,,,0,0,,,4187,,1321977,,316.72,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,38,2020-09-14,2020-09-20,All,20287,,64812052,,31.30,,,,,,,,,,,,,,,,0,0,,,88638,,64812052,,136.76,,,,,,,0,,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,38,2020-09-14,2020-09-20,All,6,,62020,,9.67,,,,,,,,37,434,,8.53,,7,,,,,,,665,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,38,2020-09-14,2020-09-20,All,26,,139579,,18.63,,,,,,,,,,,,,,,,0,0,,,2859,,1406364,,203.29,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,38,2020-09-14,2020-09-20,All,0,,37733,,0.00,,,,,,,,0,611,0,0.00,,0,,,3724,3459,,,0,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,38,2020-09-14,2020-09-20,All,99,,65212,,151.81,,,,,,,,,,,,,,,,0,0,,,805,,65212,,1234.44,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,38,2020-09-14,2020-09-20,All,,,,,,,,,,,,,,,,,,,,,0,0,,,636,,380577,,167.11,,,,,,1,,3,
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,38,2020-09-14,2020-09-20,All,26,,620500,,4.19,,,,,,,,0,213,0,0.00,,0,,,0,0,,,0,,0,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,38,2020-09-14,2020-09-20,All,44,,69517,,63.29,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,38,2020-09-14,2020-09-20,All,115,,276454,,41.60,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,38,2020-09-14,2020-09-20,All,0,,13850,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,38,2020-09-14,2020-09-20,All,1551,,992016,,156.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,37,2020-09-07,2020-09-13,All,,,,,,,,,,,,,,,,,,,,,0,0,,,419,,380577,,110.10,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,37,2020-09-07,2020-09-13,All,81,,271155,,29.87,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
